Timestamp,Emotion,Confidence,FingerCount
01:17:48,Happy,0.74
01:17:49,Happy,0.74
01:17:50,Happy,0.74
01:17:51,Angry,0.74
01:17:52,Angry,0.74
01:17:54,Angry,0.74
01:17:55,Angry,0.74
01:17:57,Angry,0.74
01:17:58,Angry,0.74
01:17:59,Angry,0.74
01:18:00,Angry,0.74
01:18:01,Angry,0.74
01:18:02,Angry,0.74
01:18:03,Angry,0.74
01:18:04,Angry,0.74
01:18:05,Angry,0.74
01:18:06,Angry,0.74
01:18:07,Angry,0.74
01:18:08,Angry,0.74
01:18:09,Angry,0.74
01:18:10,Angry,0.74
01:18:12,Angry,0.74
01:18:13,Angry,0.71
01:18:14,Angry,0.71
01:18:15,Angry,0.71
01:18:19,Angry,0.71
01:18:20,Angry,0.71
01:18:22,Angry,0.71
01:18:23,Angry,0.71
01:18:24,Angry,0.71
01:18:25,Angry,0.7
01:18:26,Angry,0.7
01:18:27,Neutral,0.7
01:18:28,Neutral,0.7
01:18:29,Neutral,0.7
01:18:31,Neutral,0.7
01:18:32,Neutral,0.7
01:18:33,Neutral,0.7
01:18:35,Neutral,0.7
01:18:37,Neutral,0.71
01:18:38,Neutral,0.8
01:18:39,Happy,0.9
01:18:41,Happy,0.97
01:18:42,Happy,0.96
01:18:43,Happy,0.96
01:18:44,Happy,0.96
01:18:46,Happy,0.96
01:18:47,Happy,0.96
01:18:48,Happy,0.95
01:18:49,Happy,0.95
01:18:50,Happy,0.94
01:18:51,Happy,0.94
01:18:52,Happy,0.94
01:18:53,Happy,0.94
01:18:54,Happy,0.94
01:18:55,Happy,0.94
01:18:56,Happy,0.94
01:18:57,Happy,0.94
01:18:58,Happy,0.94
01:19:00,Happy,0.94
01:19:01,Happy,0.94
01:19:02,Happy,0.94
01:19:03,Happy,0.94
01:19:04,Happy,0.94
01:19:05,Happy,0.94
01:19:06,Happy,0.94
01:19:07,Happy,0.94
01:19:08,Happy,0.94
01:19:09,Happy,0.92
01:19:10,Happy,0.92
01:19:11,Happy,0.92
01:19:12,Happy,0.91
01:19:13,Happy,0.91
01:19:14,Happy,0.91
01:19:15,Happy,0.91
01:19:17,Happy,0.88
01:19:18,Happy,0.87
01:19:19,Happy,0.87
01:19:21,Happy,0.84
01:19:22,Happy,0.84
01:19:23,Happy,0.83
01:19:25,Happy,0.83
01:19:26,Happy,0.82
01:19:27,Happy,0.81
01:19:29,Happy,0.81
01:19:35,Happy,0.81
01:19:39,Happy,0.81
01:19:41,Happy,0.81
01:19:46,Happy,0.81
01:19:49,Happy,0.81
01:19:52,Happy,0.81
01:19:53,Happy,0.81
01:19:56,Happy,0.81
01:19:59,Happy,0.81
01:20:00,Happy,0.81
01:20:05,Happy,0.81
01:20:08,Happy,0.81
01:20:10,Happy,0.81
01:20:12,Happy,0.81
01:20:13,Happy,0.81
01:20:15,Happy,0.81
01:20:28,Happy,0.81
01:20:37,Happy,0.81
01:20:38,Happy,0.8
01:20:39,Happy,0.8
01:20:43,Happy,0.8
01:20:45,Happy,0.8
01:20:48,Happy,0.8
01:20:49,Happy,0.8
01:20:50,Happy,0.8
01:20:52,Happy,0.8
01:20:54,Happy,0.79
01:20:55,Happy,0.79
01:20:57,Happy,0.79
01:20:58,Happy,0.78
01:20:59,Happy,0.78
01:21:00,Happy,0.77
01:21:23,Happy,0.77
01:21:27,Happy,0.77
01:21:31,Happy,0.77
01:21:35,Happy,0.77
01:21:42,Happy,0.77
01:21:46,Happy,0.77
01:21:51,Happy,0.77
01:21:54,Happy,0.77
01:21:55,Happy,0.77
01:21:56,Neutral,0.76
01:22:01,Neutral,0.76
01:22:05,Neutral,0.76
01:22:07,Neutral,0.76
01:22:12,Neutral,0.76
01:22:14,Neutral,0.74
01:22:16,Neutral,0.74
01:22:17,Neutral,0.74
01:22:20,Neutral,0.74
01:22:23,Neutral,0.73
01:22:28,Neutral,0.73
01:22:29,Neutral,0.73
01:22:31,Neutral,0.73
01:22:36,Neutral,0.73
01:22:37,Neutral,0.72
01:22:39,Neutral,0.72
01:22:40,Neutral,0.72
01:22:42,Neutral,0.72
01:22:43,Neutral,0.72
01:22:45,Neutral,0.72
01:22:47,Neutral,0.72
01:22:48,Neutral,0.72
01:22:49,Angry,0.72
01:22:54,Angry,0.71
01:22:56,Angry,0.71
01:22:57,Angry,0.71
01:22:59,Angry,0.73
01:23:00,Angry,0.73
01:23:01,Angry,0.73
01:23:03,Angry,0.73
01:23:04,Angry,0.73
01:23:05,Angry,0.74
01:23:06,Happy,0.74
01:23:07,Happy,0.74
01:23:10,Happy,0.74
01:23:11,Happy,0.74
01:23:12,Happy,0.75
01:23:14,Happy,0.76
01:23:16,Happy,0.75
01:23:17,Happy,0.74
01:23:18,Happy,0.74
01:23:19,Happy,0.73
01:23:21,Happy,0.73
01:23:23,Happy,0.73
01:23:25,Happy,0.73
01:23:27,Happy,0.73
01:23:32,Happy,0.73
01:23:34,Happy,0.73
01:23:35,Happy,0.73
01:23:37,Happy,0.73
01:23:55,Happy,0.73
01:27:41,Happy,0.72
01:27:42,Happy,0.72
01:27:45,Happy,0.72
01:27:47,Happy,0.72
01:27:48,Happy,0.72
01:27:49,Happy,0.72
01:27:50,Happy,0.72
01:27:51,Happy,0.72
01:27:52,Happy,0.72
01:27:54,Happy,0.72
01:27:55,Happy,0.72
01:27:56,Happy,0.72
01:27:59,Happy,0.72
01:28:00,Happy,0.78
01:28:02,Happy,0.79
01:28:05,Happy,0.79
01:28:06,Happy,0.79
01:28:07,Happy,0.79
01:28:08,Happy,0.79
01:28:09,Happy,0.79
01:28:10,Happy,0.79
01:28:11,Happy,0.79
01:28:13,Happy,0.8
01:28:14,Happy,0.79
01:28:15,Happy,0.79
01:28:17,Happy,0.79
01:28:18,Happy,0.79
01:28:20,Happy,0.79
01:28:22,Happy,0.79
01:28:24,Happy,0.79
01:28:25,Happy,0.8
01:28:26,Neutral,0.77
01:28:27,Neutral,0.76
01:28:30,Neutral,0.77
01:28:31,Neutral,0.75
01:28:32,Neutral,0.75
01:28:33,Neutral,0.75
01:28:34,Neutral,0.73
01:28:35,Neutral,0.73
01:28:36,Neutral,0.76
01:28:38,Neutral,0.77
01:28:39,Neutral,0.78
